PressureSensor 1,PressureSensor 2,PressureSensor 3,PressureSensor 4,PressureSensor 5,PressureSensor 6,PressureSensor 7,PressureSensor 8,PressureSensor 9,PressureSensor 10,PressureSensor 11,PressureSensor 12,PressureSensor 13,PressureSensor 14,PressureSensor 15,PressureSensor 16,PressureSensor 17,PressureSensor 18,PressureSensor 19,PressureSensor 20,PressureSensor 21,PressureSensor 22,PressureSensor 23,PressureSensor 24,PressureSensor 25,PressureSensor 26,PressureSensor 27,PressureSensor 28,PressureSensor 29,PressureSensor 30,PressureSensor 31,PressureSensor 32,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,copX,copY,sumP
1728,1527,1694,474,26,1146,768,403,123,363,19,212,26,37,27,21,1266,1571,1906,2328,842,2018,2252,3035,20,19,18,41,865,20,37,19,-1126,1058,8587,-284,-187,36,100.16170375437608,372.9396201360106,24851
1785,1479,1701,525,26,1154,779,440,143,421,19,237,27,39,26,21,1245,1598,1909,2324,906,2060,2302,3011,46,19,18,42,882,20,46,19,-1126,1058,8587,-284,-187,36,100.05200047489018,371.00447188254384,25269
1748,1478,1712,560,60,1146,770,467,186,460,20,254,30,42,31,21,1226,1609,1899,2283,963,2119,2367,2997,114,19,18,62,961,20,52,19,-936,1231,7958,-142,-318,3,99.42655466106639,367.9717847003461,25713
1674,1462,1706,624,98,1106,767,493,233,479,68,258,31,53,37,26,1188,1613,1867,2275,1039,2177,2403,2978,223,19,19,64,950,25,67,19,-1076,1029,8291,-317,-255,-14,98.87748166353059,365.66927153335126,26041
1651,1472,1693,694,173,1101,772,528,309,488,108,276,32,56,41,25,1082,1600,1850,2210,1007,2161,2413,2942,317,19,18,69,1019,34,79,19,-1022,1005,8278,-351,-220,-2,98.6310838601569,360.43453423718483,26258
1692,1481,1681,756,226,1145,797,598,377,501,148,308,33,60,48,24,960,1579,1826,2139,868,2111,2370,2879,386,53,18,79,1122,44,83,29,-1005,959,8357,-202,-132,-11,98.84300367132205,353.01867832406043,26421
1756,1451,1656,940,336,1357,872,730,523,545,224,371,42,62,107,52,687,1477,1790,1875,558,1871,2258,2698,540,191,19,179,1273,82,114,50,-1039,1037,8251,-57,-103,45,99.3777448849584,333.8398223787754,26686
1750,1445,1651,958,405,1407,888,763,584,556,243,393,47,65,122,55,623,1450,1776,1770,459,1798,2213,2660,577,225,19,235,1273,91,116,58,-1056,1087,8193,-41,-130,51,99.51911902530459,328.6043298969072,26675
1747,1420,1636,1040,459,1488,938,830,649,596,280,427,54,82,162,67,529,1396,1761,1633,386,1671,2128,2566,631,288,19,333,1351,124,152,69,-1056,1087,8193,-41,-130,51,99.49645139714626,319.0957008026159,26912
1761,1379,1602,1113,582,1601,991,916,713,627,336,437,66,80,194,72,402,1326,1733,1431,234,1525,2011,2466,700,404,24,464,1425,176,198,80,-1061,1032,8230,-148,-127,-72,99.2931397539621,307.3028002512099,27069
1766,1322,1563,1196,657,1664,1054,989,779,647,405,483,79,95,260,91,287,1253,1690,1224,142,1354,1890,2347,785,531,32,604,1462,256,214,96,-1021,994,8291,-214,-141,-18,99.02987103648455,295.4230444207664,27217
1756,1265,1516,1209,801,1778,1106,1075,840,696,471,556,111,109,325,116,165,1171,1639,1002,72,1124,1727,2212,862,636,57,772,1507,365,263,107,-1041,957,8297,-103,-86,-38,98.75788916858195,281.56163583962643,27411
1707,1208,1458,1232,899,1982,1148,1195,925,748,545,646,93,153,443,137,88,1086,1589,777,55,727,1508,2043,921,722,72,924,1504,499,343,129,-1041,957,8297,-103,-86,-38,99.22113357085726,266.4854395404639,27506
1629,1160,1415,1239,983,2083,1216,1328,1003,802,626,727,106,167,637,163,57,1001,1507,547,31,439,1193,1843,978,815,111,1069,1568,672,396,146,-999,996,8265,49,-90,-29,99.26022345156741,250.8370394475178,27657
1551,1087,1328,1224,993,2114,1354,1478,1052,868,716,798,124,196,839,185,47,907,1456,332,31,244,787,1596,1046,918,148,1237,1638,848,505,190,-1057,1016,8202,110,-89,-74,98.87200488558393,234.78361533211194,27837
1464,1017,1209,1218,1063,2080,1383,1628,1101,910,842,850,97,188,982,235,35,806,1398,148,25,137,552,1303,1116,1039,185,1382,1656,1056,591,250,-1056,980,8244,108,-96,-26,97.90025406140414,221.04197380662706,27946
1379,931,1027,1184,1090,2026,1368,1841,1148,977,1001,896,105,218,1091,276,28,701,1365,60,36,53,365,944,1167,1146,229,1498,1687,1222,679,309,-1121,1001,8276,135,-51,-83,96.95379184939566,207.82757514172638,28047
1280,848,781,1132,1091,1961,1353,2034,1207,1046,1201,906,126,231,1170,346,24,606,1297,32,30,32,193,605,1225,1259,285,1594,1720,1320,815,359,-1009,996,8269,219,-59,-135,95.68323312817958,195.31683802340888,28109
1173,737,615,1073,1089,1924,1311,2124,1248,1125,1346,925,112,250,1220,390,27,517,1198,28,34,22,107,366,1281,1373,328,1657,1768,1380,933,433,-1009,996,8269,219,-59,-135,94.35578359536174,185.68430319413815,28114
1060,586,493,993,1100,1886,1266,2240,1307,1230,1543,967,125,258,1249,430,31,417,1022,22,31,19,40,155,1343,1486,354,1706,1791,1432,1040,469,-1052,1024,8234,258,-67,-71,93.20223559147058,176.00695952440284,28091
933,420,397,916,1089,1858,1220,2321,1368,1316,1739,995,112,267,1264,443,27,336,841,19,25,19,26,40,1404,1601,367,1767,1823,1459,1104,481,-1034,1025,8280,295,-24,-46,91.98619494945888,168.37845126263528,27997
795,332,326,834,1090,1842,1161,2357,1430,1396,1940,1017,116,272,1299,453,29,244,647,20,22,18,21,20,1481,1655,361,1836,1861,1500,1165,488,-1003,1095,8161,520,191,-81,90.8615848437277,162.2680176965891,28028
660,259,187,738,1074,1825,1101,2369,1480,1464,2104,1066,116,272,1321,452,32,185,567,18,21,18,20,20,1548,1725,321,1899,1891,1532,1229,493,-1013,1107,8309,706,519,-164,89.68436462312994,157.27744849501912,28007
522,184,130,605,1071,1798,1028,2397,1545,1511,2269,1116,131,275,1358,435,36,138,398,18,22,18,19,19,1613,1760,265,1968,1903,1572,1280,498,-1029,1270,8310,462,1106,-263,88.67170812128163,152.06399182854275,27902
424,169,101,497,1011,1768,945,2403,1576,1546,2381,1175,156,286,1391,418,34,113,317,18,21,18,18,20,1649,1756,196,2001,1969,1603,1340,500,-1029,1270,8310,462,1106,-263,87.90028756290438,148.39867002156723,27820
340,140,68,373,914,1713,856,2388,1607,1582,2446,1238,196,299,1433,459,28,87,286,18,20,18,18,19,1699,1746,128,2072,2058,1632,1387,506,-1005,1161,8391,254,1936,-372,86.91801685029164,144.3983941816087,27774
223,121,71,260,774,1659,767,2411,1667,1633,2570,1304,220,334,1480,459,33,64,184,19,20,18,18,20,1753,1742,75,2090,2160,1687,1464,511,-1326,1163,8309,7,2582,-419,86.04165617920967,140.2008377979936,27811
191,107,67,213,584,1466,602,2388,1675,1670,2621,1350,276,371,1543,482,30,54,146,18,21,18,18,19,1771,1723,45,2106,2265,1737,1500,520,-1520,1229,8872,107,3029,-423,84.83541689314056,136.58082400260898,27597
166,99,60,172,432,1499,611,2369,1679,1682,2598,1389,309,409,1538,514,33,47,127,18,20,18,18,19,1801,1727,24,2117,2349,1765,1539,517,-1716,1164,8630,-13,3242,-562,84.5717513103199,134.77330562082054,27665
110,86,56,126,326,1432,603,2350,1680,1692,2550,1401,371,450,1536,528,29,47,84,18,20,18,18,19,1831,1719,24,2140,2398,1787,1566,487,-1716,1164,8630,-13,3242,-562,83.96327539815286,132.52585266526071,27502
78,61,40,63,206,1240,525,2297,1661,1701,2408,1429,504,538,1541,588,28,32,45,18,20,18,18,19,1897,1727,25,2200,2455,1886,1645,502,-1838,1217,8442,-301,3934,-749,82.54740105781507,128.4129126390662,27415
72,59,53,56,180,1205,535,2267,1671,1688,2366,1411,524,561,1561,618,27,31,23,18,20,18,18,19,1912,1749,26,2220,2466,1916,1650,532,-1838,1217,8442,-301,3934,-749,82.23751456027956,127.57491263832266,27472
63,48,46,53,125,1097,507,2213,1669,1644,2272,1394,575,604,1554,630,18,23,23,18,20,18,18,19,1927,1809,26,2246,2487,1959,1683,552,-2110,1115,8711,-395,4557,-793,81.32035479151426,125.90151792245794,27340
45,37,43,51,123,1018,493,2093,1654,1521,2111,1359,619,661,1539,720,18,20,24,18,20,18,18,19,1958,1902,27,2292,2498,1982,1705,564,-2565,1572,8140,-773,5220,-792,80.26370997423629,124.24959514170041,27170
40,27,42,40,92,930,442,1896,1644,1355,1965,1315,654,727,1541,830,18,20,24,18,20,18,18,19,1977,2060,27,2357,2509,2023,1786,618,-2790,1623,8838,-1228,5865,-1010,78.5506062398344,122.01249445512346,27052
36,28,64,35,79,835,396,1693,1614,1141,1813,1261,689,814,1538,956,18,19,25,18,19,18,18,20,2004,2210,27,2421,2538,2038,1816,683,-2790,1623,8838,-1228,5865,-1010,76.92454619848237,119.99860511828597,26884
31,27,32,32,78,749,366,1425,1602,988,1682,1162,715,879,1523,1077,18,20,26,18,19,18,18,20,2008,2326,27,2514,2574,2041,1870,769,-2765,1294,8559,-1489,6508,-1335,74.95966834246266,117.50048773167255,26654
30,22,26,31,57,694,333,1166,1587,903,1482,1053,754,943,1494,1282,18,20,26,18,19,18,18,20,1999,2383,27,2617,2619,2047,1915,832,-3649,1319,8940,-1804,7507,-1857,73.35933542509356,114.92140777983593,26453
28,25,26,30,51,627,326,1016,1550,840,1565,934,806,1037,1462,1439,19,20,26,18,19,18,18,20,1990,2415,27,2716,2617,2017,1972,869,-3742,1392,9209,-2145,8903,-2434,72.25714877745546,113.70768187469389,26543
27,20,64,32,52,588,299,902,1474,788,1793,826,817,1085,1422,1557,19,20,25,18,19,18,18,20,2020,2426,27,2788,2643,1986,2018,869,-4259,1433,9213,-2599,10755,-3118,71.29752623688157,113.58570089955022,26680
24,20,41,36,52,553,296,806,1374,783,1956,765,810,1121,1355,1653,19,20,24,19,19,18,18,20,2058,2440,65,2765,2657,1968,2074,861,-4259,1433,9213,-2599,10755,-3118,70.55440239790184,113.21858373922818,26690
27,20,23,35,50,530,290,719,1363,801,2147,765,791,1187,1312,1735,19,20,23,19,19,18,18,19,2027,2372,284,2702,2679,1863,2080,875,-4618,1763,8914,-3028,13017,-3795,70.38724284436493,113.4899373881932,26832
29,20,22,42,56,574,275,718,1379,924,2140,854,769,1238,1274,1740,19,20,22,19,19,19,18,19,1957,2239,502,2426,2699,1761,2007,897,-5972,3342,9305,-2314,15644,-4978,71.65089710454359,114.18161216616099,26697
28,21,22,51,74,630,269,698,1403,1032,2130,1168,710,1266,1174,1775,20,20,22,20,19,19,19,19,1862,2043,685,1882,2747,1531,2000,911,-7960,4411,10289,136,18564,-6659,74.03760944042634,114.63182337266845,26270
37,21,22,32,46,768,194,661,1409,1138,2005,1387,455,1169,1183,1732,20,21,22,21,19,20,20,19,1756,1804,664,1507,2923,1293,1755,1002,-11630,2903,20317,2671,20281,-8074,76.24035820895523,114.16547263681592,25125
22,22,25,51,20,549,118,565,1245,1041,1446,1265,196,1154,969,1613,21,23,26,22,20,22,22,20,1702,1530,354,1141,2849,996,1609,929,-8040,2489,17626,2700,20277,-8617,76.54630101449946,111.03363135220272,21587
27,26,30,63,21,378,146,363,737,484,542,904,94,717,556,1274,23,27,31,25,22,25,24,24,1576,1019,30,808,2541,832,1357,596,-8040,2489,17626,2700,20277,-8617,74.00062002349563,107.16580733585694,15322
32,29,31,79,24,260,195,210,407,143,31,520,24,376,168,320,26,30,32,27,24,28,26,30,1010,298,121,460,1733,290,987,166,-10060,2766,20045,2238,19386,-9663,72.10820941378887,115.67125476219736,8137
35,32,31,76,30,246,207,217,172,86,30,268,31,228,29,157,30,31,32,30,31,29,29,30,293,52,31,236,326,47,292,30,3146,2766,14565,879,15697,-11038,92.52891355140187,154.28373247663552,3424
88,31,32,82,30,75,224,162,32,74,32,141,30,220,30,145,30,31,31,30,30,30,30,30,83,32,31,251,237,31,191,30,-870,10362,12134,-2901,11991,-9777,91.97769953051643,167.7902973395931,2556
80,31,31,101,31,107,213,172,39,46,32,200,32,131,31,108,30,31,32,30,31,30,31,30,103,32,32,300,178,31,201,30,4754,6293,14095,-743,936,-2926,91.86007094994088,173.7232952305873,2537
79,32,31,107,31,133,222,135,37,53,31,190,30,149,30,115,31,32,31,29,31,30,30,31,88,31,31,310,179,30,196,30,4754,6293,14095,-743,936,-2926,92.10216110019647,174.1948919449902,2545
85,31,30,108,31,49,228,104,44,63,31,200,30,173,30,101,30,32,31,29,31,30,30,31,47,32,31,270,197,30,194,31,1398,4577,7099,-1220,-5323,1831,91.19511184755592,173.68371996686,2414
65,31,31,161,31,156,254,118,51,40,32,236,30,153,30,106,31,31,31,29,31,30,30,30,44,31,31,246,168,31,205,30,1938,4117,5818,-1867,-5982,3565,96.52329678935004,177.48316366483948,2554
63,32,32,161,30,115,262,167,46,67,30,222,31,87,30,71,31,32,31,30,30,31,30,31,38,32,31,232,168,30,122,31,2032,3010,7600,-1363,-9424,5583,98.70412457912458,186.3253367003367,2376
72,31,32,142,31,150,229,141,34,82,31,179,31,95,30,58,29,32,31,30,31,31,30,30,33,32,31,248,163,31,151,31,2032,3010,7600,-1363,-9424,5583,96.30102915951973,186.1500857632933,2332
61,31,31,125,31,144,211,139,34,74,32,164,31,93,40,78,29,32,32,30,30,30,31,31,50,31,31,251,131,30,162,30,1034,3465,8100,-1255,-12331,5936,95.21052631578948,184.54912280701754,2280
72,31,32,142,31,113,232,116,49,101,32,230,32,133,31,66,31,31,32,29,31,30,30,30,43,32,32,257,145,31,132,30,1034,3465,8100,-1255,-12331,5936,97.13624947676853,183.60234407701967,2389
80,32,32,199,31,121,255,143,37,80,31,190,30,106,39,37,30,32,31,29,31,30,30,30,35,31,31,247,129,31,166,30,-603,3463,7732,52,-14826,5611,97.80280804694048,190.6831517183571,2386
90,32,31,199,31,114,248,151,55,101,31,213,31,95,33,31,31,31,32,29,31,30,30,30,50,31,31,252,146,30,131,31,-2079,2947,8048,1604,-15990,5140,98.54913651315789,190.81558388157896,2432
61,31,31,186,31,129,259,108,69,80,32,211,31,115,33,31,32,31,32,29,31,30,30,31,40,31,32,240,114,30,111,31,-2842,2720,9225,2232,-16723,4940,99.56139213143105,192.32230869001296,2313
84,31,31,191,32,122,239,126,75,99,32,176,31,142,31,32,30,31,31,29,31,31,30,31,31,31,31,246,103,30,129,30,-3932,3009,10172,2437,-17427,4978,99.37931034482759,192.22200936568754,2349
91,32,31,151,31,169,283,120,35,80,32,229,31,76,31,31,30,31,32,29,31,31,30,32,33,31,31,217,107,30,134,31,-3932,3009,10172,2437,-17427,4978,101.25594466061392,195.64396887159532,2313
86,31,31,149,31,186,250,136,32,104,31,179,31,59,30,31,30,32,32,30,32,31,30,31,31,32,32,213,112,30,164,31,-4893,3231,10676,2748,-17905,5319,99.42729257641922,195.43406113537117,2290
43,32,31,153,30,196,264,119,39,91,31,210,31,93,31,31,30,31,32,29,31,31,30,31,32,31,31,227,111,31,148,31,-5748,3919,11502,3157,-17582,5424,99.97599480968859,190.99524221453288,2312
45,31,31,146,31,173,293,127,37,109,32,190,30,54,30,31,30,30,31,29,32,31,30,31,32,31,31,219,114,30,157,31,-6334,4858,13871,3737,-17269,5639,99.20272049144361,193.44142167617375,2279
43,31,31,164,32,189,290,133,64,102,32,171,31,75,31,31,31,31,31,29,30,30,30,31,34,31,31,238,117,30,114,31,-7413,5851,15960,4208,-17463,6278,100.48426045709357,193.8055196205261,2319
52,31,31,144,32,173,279,141,53,75,32,172,31,71,31,30,30,32,31,29,31,30,30,31,32,31,31,248,102,31,116,30,-9783,6630,16865,4955,-17671,7363,99.72581364244316,194.8176549264378,2243
55,31,31,124,31,145,242,146,49,73,31,163,31,73,31,32,30,38,32,31,31,31,30,31,31,38,32,251,121,29,91,31,-9783,6630,16865,4955,-17671,7363,98.01569713758079,194.40512465373962,2166
58,31,32,130,32,161,255,141,35,77,31,191,31,60,34,31,30,34,31,29,31,31,30,31,33,32,33,248,101,31,100,31,-12923,6778,16306,6044,-17179,9082,99.51555352241537,195.54894784995426,2186
89,32,32,106,31,161,217,160,55,70,31,176,31,69,33,30,31,39,31,30,31,31,30,32,32,36,31,228,120,31,109,31,-15860,4845,15859,7915,-16088,10364,99.07035519125684,194.64617486338798,2196
53,31,31,108,31,145,248,150,37,74,32,190,31,87,30,31,31,32,31,29,30,31,31,31,36,31,31,226,112,31,132,32,-18849,-696,14315,10454,-14225,10487,98.53591033851784,190.7214089661482,2186
52,31,31,98,31,152,207,131,53,115,31,214,32,103,44,30,31,31,32,29,31,31,30,31,32,31,31,266,96,30,108,31,-21416,-7352,10517,8599,-11504,9360,98.31918238993711,188.0242587601078,2226
74,31,32,127,31,162,207,127,35,127,32,184,31,106,43,32,31,32,31,30,31,30,30,31,33,31,31,212,79,30,101,31,-21416,-7352,10517,8599,-11504,9360,101.3528735632184,194.93333333333334,2175
83,32,31,197,31,254,284,145,62,90,32,163,31,82,40,31,31,31,31,29,32,30,31,31,43,31,31,205,106,30,99,31,-25140,-5756,5739,3791,-9239,5769,104.56224066390041,199.0460580912863,2410
76,31,31,187,32,291,272,135,78,75,31,191,32,90,40,31,31,32,32,30,31,30,30,31,35,31,31,193,111,30,109,32,-30557,-6509,574,6421,-6829,-1662,105.30999180999181,196.32657657657657,2442
104,32,32,193,31,277,285,115,66,96,32,196,31,88,43,31,31,31,32,30,31,30,30,31,44,31,31,251,119,31,108,31,-26976,-12765,322,6733,-2131,-7347,103.11713836477988,196.16352201257862,2544
102,31,31,184,31,269,330,125,78,111,32,237,31,110,38,32,31,32,31,30,31,30,30,31,31,32,32,216,83,30,112,31,-20614,-5565,4882,-2120,2266,-7817,106.59535783365571,196.78027079303675,2585
43,449,362,209,31,364,688,113,45,103,23,183,32,56,28,25,31,491,1847,29,32,29,73,1828,32,27,23,183,36,30,90,24,12981,8675,6453,-13171,6743,-6520,101.64823389337214,350.04841910305595,7559
133,623,596,215,30,368,559,60,34,75,22,189,31,55,29,24,28,593,1887,115,64,81,125,2109,31,27,23,208,33,30,80,23,3,3832,12290,-17013,6035,-3325,101.10776470588235,361.7662941176471,8500
172,576,745,187,31,295,487,72,47,74,22,153,32,60,29,22,355,667,1912,610,137,221,168,2629,30,27,22,171,31,30,94,21,3,3832,12290,-17013,6035,-3325,100.60395892980551,381.6161022805805,10129
103,621,1048,123,28,272,508,45,42,79,21,100,27,39,33,20,2291,1061,2012,2026,1198,1457,524,3166,23,25,20,68,28,25,51,20,-13,-2727,5620,-6588,9380,1666,97.45685219831618,419.8180250233863,17104
85,817,1297,75,25,203,530,40,38,55,19,65,25,26,27,19,2681,1450,2049,2632,1753,2285,1233,3272,21,23,19,83,30,22,52,20,-1961,-3973,16459,-2960,11537,-597,94.48059224643555,425.3875113251633,20971
289,1287,1381,87,26,285,560,46,45,70,19,65,26,23,24,20,2409,1481,1923,2667,1532,2472,1756,3292,21,21,19,77,28,21,38,19,-3152,3658,14531,-3392,11205,-3172,95.00410822098144,420.12392755004765,22029
1469,1636,1669,91,28,861,805,144,45,63,19,147,27,28,28,19,1520,1573,1871,2522,1221,2125,1971,3167,20,20,19,63,30,20,34,19,-3179,705,15942,-2798,5938,-728,100.0191415313225,399.63618200567157,23274
1802,1655,1682,491,28,1203,847,380,55,91,19,190,27,39,27,26,1289,1620,1890,2346,1215,2033,2102,3046,20,19,19,51,96,20,38,19,-3179,705,15942,-2798,5938,-728,101.98753331966373,387.2576378921468,24385
1952,1610,1703,629,28,1320,841,465,91,254,19,240,27,32,33,29,1112,1601,1892,2194,1178,1999,2160,2982,20,19,19,47,215,19,37,19,-683,1059,8536,-723,1042,-8,102.42780198499153,379.140522875817,24786
2040,1506,1710,794,28,1379,855,551,135,474,19,274,27,50,36,28,981,1559,1892,2035,1092,1928,2197,2911,20,19,18,58,329,19,38,19,-948,1202,8460,-662,214,47,102.86363454698053,370.6929978817793,25021
2094,1483,1715,862,55,1427,870,649,178,532,19,330,26,62,46,39,862,1542,1896,1960,1054,1928,2259,2844,84,19,18,66,486,20,38,19,-1032,1213,8047,-143,-263,42,102.76762028098265,363.294560866494,25482
2044,1506,1720,918,162,1390,853,689,303,557,53,361,25,71,57,45,799,1542,1864,1938,1053,1944,2335,2806,225,19,18,65,713,40,39,19,-1011,1138,8336,-410,-286,-77,101.82906048217629,355.8069575516754,26173
1970,1507,1686,939,239,1395,864,728,410,577,129,380,25,76,76,68,660,1530,1830,1894,984,1956,2339,2752,394,19,19,78,827,50,45,19,-1011,1138,8336,-410,-286,-77,101.23536746646515,348.2157188739845,26465
1974,1487,1676,1053,340,1410,901,802,532,611,176,444,24,84,131,85,512,1481,1800,1757,881,1891,2276,2665,492,83,18,104,1015,74,50,27,-1079,1035,8425,-446,-245,-27,101.01454051236223,337.03712392016683,26856
1923,1464,1654,1089,382,1452,894,868,636,635,244,501,24,95,163,88,390,1431,1771,1596,651,1823,2250,2578,582,156,18,232,1144,93,66,36,-1014,1060,8277,-230,-214,8,100.50430762375134,326.22956663819673,26929
1903,1435,1616,1158,512,1561,975,962,738,653,296,563,24,121,216,104,251,1370,1753,1345,357,1641,2134,2451,681,250,19,349,1308,147,95,56,-1068,1032,8328,-93,-162,16,100.54098875905932,310.95464798106786,27044
1811,1383,1575,1241,630,1687,1042,1039,832,731,355,619,24,149,263,138,156,1293,1730,1074,162,1406,1982,2315,779,331,19,509,1393,231,115,66,-1006,1147,8246,-78,-71,18,100.59645494830133,296.25110782865585,27080
1777,1337,1524,1272,763,1808,1131,1145,913,769,429,723,24,181,367,155,75,1222,1685,836,105,1148,1791,2157,849,419,26,660,1483,298,154,90,-1024,1123,8279,-125,-93,-43,100.69536169278079,281.81917191389664,27316
1706,1272,1475,1326,867,1980,1187,1244,982,826,515,788,24,224,495,162,48,1142,1633,590,53,795,1590,2000,913,520,31,838,1575,483,193,109,-1024,1123,8279,-125,-93,-43,100.67363880229102,266.3779815848619,27586
1603,1185,1400,1321,965,2033,1231,1391,1051,887,620,907,30,231,691,201,35,1038,1564,287,34,544,1300,1788,992,654,43,1022,1594,654,259,119,-1021,1028,8342,-89,-120,-68,100.26685697766857,250.10793524607936,27674
1506,1106,1295,1281,1005,2075,1339,1600,1094,964,750,978,26,280,948,241,30,938,1505,132,40,302,833,1373,1062,751,75,1183,1652,826,378,170,-1080,1053,8341,46,-91,-52,100.23467805898046,231.54946283077368,27738
1402,1018,1138,1243,1073,2063,1348,1862,1160,1054,900,1006,41,304,1107,303,23,817,1453,56,39,145,560,976,1125,856,88,1290,1683,1008,489,210,-1036,1099,8246,140,-15,-29,99.7909841954023,215.9530172413793,27840
1301,907,851,1191,1096,2021,1380,2041,1229,1155,1110,1020,48,307,1219,364,21,695,1459,32,34,51,354,711,1181,984,122,1403,1711,1172,540,240,-1001,1099,8165,197,-25,-90,98.79384615384615,203.40516994633273,27950
1185,760,651,1119,1105,1999,1350,2158,1273,1255,1307,1032,53,306,1290,395,25,588,1343,24,32,29,231,471,1237,1117,140,1484,1757,1266,682,305,-1001,1099,8165,197,-25,-90,97.32981157710321,192.13729486216883,27969
958,458,380,984,1085,1923,1268,2395,1385,1429,1621,1076,57,290,1368,462,29,429,1108,19,21,20,62,56,1364,1336,173,1619,1872,1400,912,377,-976,1121,8231,276,1,-172,94.73183347651775,173.33446091065292,27936
892,431,325,946,1069,1907,1242,2415,1407,1452,1728,1086,58,285,1374,498,32,388,996,19,21,18,39,24,1402,1385,182,1655,1904,1426,970,385,-976,1121,8231,276,1,-172,93.99535066700047,169.50168091269984,27961
773,340,205,874,1070,1875,1178,2431,1460,1504,1910,1112,67,283,1390,494,32,326,832,19,26,18,25,20,1456,1455,197,1707,1921,1473,1042,389,-1019,1137,8168,390,168,-286,92.72009389334862,163.971706565367,27904
630,259,161,769,1033,1838,1103,2429,1519,1583,2166,1154,79,294,1428,496,30,249,549,19,27,19,19,20,1534,1520,196,1781,1958,1522,1109,399,-1118,1222,8342,568,367,-513,91.34725010755773,157.3142836655672,27892
470,209,90,629,977,1802,1028,2422,1595,1629,2296,1218,93,327,1459,512,31,189,361,19,30,18,19,19,1613,1554,179,1855,2030,1543,1185,425,-1072,1162,8388,421,889,-588,90.03290088406526,150.97741321066627,27826
360,184,60,415,934,1752,939,2387,1634,1688,2429,1306,124,355,1503,528,29,118,281,18,24,18,19,19,1665,1582,125,1987,2105,1573,1250,449,-1072,1162,8388,421,889,-588,88.65242282842786,145.77503589375448,27860
233,140,57,318,819,1706,829,2385,1680,1722,2501,1324,157,368,1527,553,29,100,187,18,23,18,18,19,1727,1598,96,2020,2168,1615,1353,469,-1276,1141,8441,266,1840,-492,87.43842027576773,141.3986031608885,27777
209,111,44,275,687,1634,708,2347,1694,1753,2579,1372,203,403,1569,566,28,78,143,18,20,18,18,19,1746,1606,53,2026,2278,1652,1428,488,-1390,830,5515,-907,2698,-526,86.48615561876643,138.03530407230045,27773
177,105,51,206,524,1541,570,2318,1702,1783,2630,1401,239,452,1612,608,25,60,79,18,20,18,18,19,1775,1586,38,2061,2375,1707,1497,504,-1524,1171,8572,-334,3146,-478,85.42526786680617,134.47036328871894,27719
140,94,43,178,356,1450,558,2286,1724,1820,2595,1417,316,498,1617,595,18,49,59,18,20,18,18,19,1791,1550,24,2085,2462,1760,1522,524,-1673,1207,8548,-171,3322,-413,84.75155661743412,131.92890240370693,27624
101,82,41,146,293,1274,544,2218,1737,1864,2537,1423,377,568,1619,655,18,47,22,18,20,18,18,19,1807,1465,24,2089,2495,1815,1552,528,-1673,1207,8548,-171,3322,-413,84.1161697164103,129.34818108915943,27434
97,64,48,131,231,1264,503,2193,1735,1934,2379,1438,463,610,1637,689,18,41,22,18,20,18,18,19,1819,1412,25,2114,2509,1844,1571,522,-1754,1075,8480,-82,3467,-309,84.04130482376122,127.93931985696562,27406
82,72,45,90,156,1147,487,2154,1736,1966,2251,1457,536,689,1616,732,18,25,23,18,20,18,18,19,1824,1360,26,2117,2519,1854,1612,544,-1971,1086,8237,71,3729,-307,83.67997870074548,125.97407366604237,27231
64,40,34,64,127,1065,463,2065,1748,1973,2056,1483,612,765,1618,820,19,27,24,18,20,18,18,19,1840,1338,27,2125,2526,1859,1639,580,-2222,1165,8379,150,4204,-325,83.24926182918728,123.63093304790729,27094
47,33,26,56,120,990,478,1931,1750,1970,1879,1498,662,829,1601,939,18,23,25,18,20,18,18,19,1846,1280,27,2125,2540,1888,1667,615,-2376,1140,8537,168,4874,-314,82.90482638373646,121.65992728891527,26956
38,28,42,55,115,921,457,1815,1730,1940,1584,1508,702,919,1601,1016,18,20,25,18,19,18,18,19,1863,1253,26,2123,2556,1881,1694,672,-2543,1145,8432,193,5510,-373,82.56907919382633,119.71295047576234,26694
33,24,44,46,98,861,434,1675,1722,1906,1347,1516,740,982,1601,1091,18,20,26,18,19,18,18,19,1873,1203,29,2100,2577,1874,1711,724,-2543,1145,8432,193,5510,-373,82.18985853529033,117.72810710357643,26367
34,21,40,38,86,815,423,1525,1726,1904,1165,1530,790,1047,1595,1242,19,20,26,18,19,18,18,19,1869,1135,53,2100,2563,1857,1727,749,-2846,1288,8392,293,6161,-452,82.00395173914704,115.98043220953762,26191
33,22,28,36,80,776,412,1345,1729,1766,931,1527,824,1111,1586,1399,18,21,28,18,19,18,18,19,1856,1186,51,2079,2570,1828,1746,783,-3197,1467,8495,209,7040,-737,81.38495147508023,113.82409233267602,25863
28,22,28,40,82,734,412,1194,1739,1728,874,1548,828,1172,1568,1500,19,21,28,18,19,18,18,19,1815,1181,49,2049,2589,1812,1768,842,-3562,1466,8683,-12,8136,-1167,81.0781189348653,112.48854902569676,25762
